p,file,variableVariables,variableCalls,variableMethodCalls,variableNews,variableProperties,variableClassConsts,variableStaticCalls,variableStaticTargets,variableStaticProperties,variableStaticPropertyTargets
CakePHP,/export/scratch1/hills/corpus/CakePHP/cakephp-2.2.0-0/lib/Cake/Test/Fixture/MyCategoriesMyUsersFixture.php,0,0,0,0,0,0,0,0,0,0
CakePHP,/export/scratch1/hills/corpus/CakePHP/cakephp-2.2.0-0/lib/Cake/Test/Fixture/MyCategoryFixture.php,0,0,0,0,0,0,0,0,0,0
CakePHP,/export/scratch1/hills/corpus/CakePHP/cakephp-2.2.0-0/lib/Cake/Test/Fixture/MyProductFixture.php,0,0,0,0,0,0,0,0,0,0
CakePHP,/export/scratch1/hills/corpus/CakePHP/cakephp-2.2.0-0/lib/Cake/Test/Fixture/MyUserFixture.php,0,0,0,0,0,0,0,0,0,0
CakePHP,/export/scratch1/hills/corpus/CakePHP/cakephp-2.2.0-0/lib/Cake/Test/Fixture/NodeFixture.php,0,0,0,0,0,0,0,0,0,0
CakePHP,/export/scratch1/hills/corpus/CakePHP/cakephp-2.2.0-0/lib/Cake/Test/Fixture/NumberTreeFixture.php,0,0,0,0,0,0,0,0,0,0
CakePHP,/export/scratch1/hills/corpus/CakePHP/cakephp-2.2.0-0/lib/Cake/Test/Fixture/NumberTreeTwoFixture.php,0,0,0,0,0,0,0,0,0,0
CakePHP,/export/scratch1/hills/corpus/CakePHP/cakephp-2.2.0-0/lib/Cake/Test/Fixture/NumericArticleFixture.php,0,0,0,0,0,0,0,0,0,0
CakePHP,/export/scratch1/hills/corpus/CakePHP/cakephp-2.2.0-0/lib/Cake/Test/Fixture/OverallFavoriteFixture.php,0,0,0,0,0,0,0,0,0,0
CakePHP,/export/scratch1/hills/corpus/CakePHP/cakephp-2.2.0-0/lib/Cake/Test/Fixture/PersonFixture.php,0,0,0,0,0,0,0,0,0,0
CakePHP,/export/scratch1/hills/corpus/CakePHP/cakephp-2.2.0-0/lib/Cake/Test/Fixture/PlayerFixture.php,0,0,0,0,0,0,0,0,0,0
CakePHP,/export/scratch1/hills/corpus/CakePHP/cakephp-2.2.0-0/lib/Cake/Test/Fixture/PortfolioFixture.php,0,0,0,0,0,0,0,0,0,0
CakePHP,/export/scratch1/hills/corpus/CakePHP/cakephp-2.2.0-0/lib/Cake/Test/Fixture/PostFixture.php,0,0,0,0,0,0,0,0,0,0
CakePHP,/export/scratch1/hills/corpus/CakePHP/cakephp-2.2.0-0/lib/Cake/Test/Fixture/PostsTagFixture.php,0,0,0,0,0,0,0,0,0,0
CakePHP,/export/scratch1/hills/corpus/CakePHP/cakephp-2.2.0-0/lib/Cake/Test/Fixture/PrefixTestFixture.php,0,0,0,0,0,0,0,0,0,0
CakePHP,/export/scratch1/hills/corpus/CakePHP/cakephp-2.2.0-0/lib/Cake/Test/Fixture/PrimaryModelFixture.php,0,0,0,0,0,0,0,0,0,0
CakePHP,/export/scratch1/hills/corpus/CakePHP/cakephp-2.2.0-0/lib/Cake/Test/Fixture/ProductFixture.php,0,0,0,0,0,0,0,0,0,0
CakePHP,/export/scratch1/hills/corpus/CakePHP/cakephp-2.2.0-0/lib/Cake/Test/Fixture/ProductUpdateAllFixture.php,0,0,0,0,0,0,0,0,0,0
CakePHP,/export/scratch1/hills/corpus/CakePHP/cakephp-2.2.0-0/lib/Cake/Test/Fixture/ProjectFixture.php,0,0,0,0,0,0,0,0,0,0
CakePHP,/export/scratch1/hills/corpus/CakePHP/cakephp-2.2.0-0/lib/Cake/Test/Fixture/SampleFixture.php,0,0,0,0,0,0,0,0,0,0
CakePHP,/export/scratch1/hills/corpus/CakePHP/cakephp-2.2.0-0/lib/Cake/Test/Fixture/SecondaryModelFixture.php,0,0,0,0,0,0,0,0,0,0
CakePHP,/export/scratch1/hills/corpus/CakePHP/cakephp-2.2.0-0/lib/Cake/Test/Fixture/SessionFixture.php,0,0,0,0,0,0,0,0,0,0
CakePHP,/export/scratch1/hills/corpus/CakePHP/cakephp-2.2.0-0/lib/Cake/Test/Fixture/SiteFixture.php,0,0,0,0,0,0,0,0,0,0
CakePHP,/export/scratch1/hills/corpus/CakePHP/cakephp-2.2.0-0/lib/Cake/Test/Fixture/SomethingElseFixture.php,0,0,0,0,0,0,0,0,0,0
CakePHP,/export/scratch1/hills/corpus/CakePHP/cakephp-2.2.0-0/lib/Cake/Test/Fixture/SomethingFixture.php,0,0,0,0,0,0,0,0,0,0
CakePHP,/export/scratch1/hills/corpus/CakePHP/cakephp-2.2.0-0/lib/Cake/Test/Fixture/StoriesTagFixture.php,0,0,0,0,0,0,0,0,0,0
CakePHP,/export/scratch1/hills/corpus/CakePHP/cakephp-2.2.0-0/lib/Cake/Test/Fixture/StoryFixture.php,0,0,0,0,0,0,0,0,0,0
CakePHP,/export/scratch1/hills/corpus/CakePHP/cakephp-2.2.0-0/lib/Cake/Test/Fixture/SyfileFixture.php,0,0,0,0,0,0,0,0,0,0
CakePHP,/export/scratch1/hills/corpus/CakePHP/cakephp-2.2.0-0/lib/Cake/Test/Fixture/TagFixture.php,0,0,0,0,0,0,0,0,0,0
CakePHP,/export/scratch1/hills/corpus/CakePHP/cakephp-2.2.0-0/lib/Cake/Test/Fixture/TestPluginArticleFixture.php,0,0,0,0,0,0,0,0,0,0
CakePHP,/export/scratch1/hills/corpus/CakePHP/cakephp-2.2.0-0/lib/Cake/Test/Fixture/TestPluginCommentFixture.php,0,0,0,0,0,0,0,0,0,0
CakePHP,/export/scratch1/hills/corpus/CakePHP/cakephp-2.2.0-0/lib/Cake/Test/Fixture/ThePaperMonkiesFixture.php,0,0,0,0,0,0,0,0,0,0
CakePHP,/export/scratch1/hills/corpus/CakePHP/cakephp-2.2.0-0/lib/Cake/Test/Fixture/ThreadFixture.php,0,0,0,0,0,0,0,0,0,0
CakePHP,/export/scratch1/hills/corpus/CakePHP/cakephp-2.2.0-0/lib/Cake/Test/Fixture/TranslateArticleFixture.php,0,0,0,0,0,0,0,0,0,0
CakePHP,/export/scratch1/hills/corpus/CakePHP/cakephp-2.2.0-0/lib/Cake/Test/Fixture/TranslateFixture.php,0,0,0,0,0,0,0,0,0,0
CakePHP,/export/scratch1/hills/corpus/CakePHP/cakephp-2.2.0-0/lib/Cake/Test/Fixture/TranslateTableFixture.php,0,0,0,0,0,0,0,0,0,0
CakePHP,/export/scratch1/hills/corpus/CakePHP/cakephp-2.2.0-0/lib/Cake/Test/Fixture/TranslateWithPrefixFixture.php,0,0,0,0,0,0,0,0,0,0
CakePHP,/export/scratch1/hills/corpus/CakePHP/cakephp-2.2.0-0/lib/Cake/Test/Fixture/TranslatedArticleFixture.php,0,0,0,0,0,0,0,0,0,0
CakePHP,/export/scratch1/hills/corpus/CakePHP/cakephp-2.2.0-0/lib/Cake/Test/Fixture/TranslatedItemFixture.php,0,0,0,0,0,0,0,0,0,0
CakePHP,/export/scratch1/hills/corpus/CakePHP/cakephp-2.2.0-0/lib/Cake/Test/Fixture/UnconventionalTreeFixture.php,0,0,0,0,0,0,0,0,0,0
CakePHP,/export/scratch1/hills/corpus/CakePHP/cakephp-2.2.0-0/lib/Cake/Test/Fixture/UnderscoreFieldFixture.php,0,0,0,0,0,0,0,0,0,0
CakePHP,/export/scratch1/hills/corpus/CakePHP/cakephp-2.2.0-0/lib/Cake/Test/Fixture/UserFixture.php,0,0,0,0,0,0,0,0,0,0
CakePHP,/export/scratch1/hills/corpus/CakePHP/cakephp-2.2.0-0/lib/Cake/Test/Fixture/UuidFixture.php,0,0,0,0,0,0,0,0,0,0
CakePHP,/export/scratch1/hills/corpus/CakePHP/cakephp-2.2.0-0/lib/Cake/Test/Fixture/UuidTagFixture.php,0,0,0,0,0,0,0,0,0,0
CakePHP,/export/scratch1/hills/corpus/CakePHP/cakephp-2.2.0-0/lib/Cake/Test/Fixture/UuidTreeFixture.php,0,0,0,0,0,0,0,0,0,0
CakePHP,/export/scratch1/hills/corpus/CakePHP/cakephp-2.2.0-0/lib/Cake/Test/Fixture/UuiditemFixture.php,0,0,0,0,0,0,0,0,0,0
CakePHP,/export/scratch1/hills/corpus/CakePHP/cakephp-2.2.0-0/lib/Cake/Test/Fixture/UuiditemsUuidportfolioFixture.php,0,0,0,0,0,0,0,0,0,0
CakePHP,/export/scratch1/hills/corpus/CakePHP/cakephp-2.2.0-0/lib/Cake/Test/Fixture/UuiditemsUuidportfolioNumericidFixture.php,0,0,0,0,0,0,0,0,0,0
CakePHP,/export/scratch1/hills/corpus/CakePHP/cakephp-2.2.0-0/lib/Cake/Test/Fixture/UuidportfolioFixture.php,0,0,0,0,0,0,0,0,0,0
CakePHP,/export/scratch1/hills/corpus/CakePHP/cakephp-2.2.0-0/lib/Cake/Test/test_app/Config/acl.ini.php,0,0,0,0,0,0,0,0,0,0
CakePHP,/export/scratch1/hills/corpus/CakePHP/cakephp-2.2.0-0/lib/Cake/Test/test_app/Config/acl.php,0,0,0,0,0,0,0,0,0,0
CakePHP,/export/scratch1/hills/corpus/CakePHP/cakephp-2.2.0-0/lib/Cake/Test/test_app/Config/empty.php,0,0,0,0,0,0,0,0,0,0
CakePHP,/export/scratch1/hills/corpus/CakePHP/cakephp-2.2.0-0/lib/Cake/Test/test_app/Config/htmlhelper_tags.php,0,0,0,0,0,0,0,0,0,0
CakePHP,/export/scratch1/hills/corpus/CakePHP/cakephp-2.2.0-0/lib/Cake/Test/test_app/Config/routes.php,0,0,0,0,0,0,0,0,0,0
CakePHP,/export/scratch1/hills/corpus/CakePHP/cakephp-2.2.0-0/lib/Cake/Test/test_app/Config/var_test.php,0,0,0,0,0,0,0,0,0,0
CakePHP,/export/scratch1/hills/corpus/CakePHP/cakephp-2.2.0-0/lib/Cake/Test/test_app/Config/var_test2.php,0,0,0,0,0,0,0,0,0,0
CakePHP,/export/scratch1/hills/corpus/CakePHP/cakephp-2.2.0-0/lib/Cake/Test/test_app/Console/Command/SampleShell.php,0,0,0,0,0,0,0,0,0,0
CakePHP,/export/scratch1/hills/corpus/CakePHP/cakephp-2.2.0-0/lib/Cake/Test/test_app/Controller/AppController.php,0,0,0,0,0,0,0,0,0,0
CakePHP,/export/scratch1/hills/corpus/CakePHP/cakephp-2.2.0-0/lib/Cake/Test/test_app/Controller/PagesController.php,0,0,0,0,0,0,0,0,0,0
CakePHP,/export/scratch1/hills/corpus/CakePHP/cakephp-2.2.0-0/lib/Cake/Test/test_app/Controller/TestAppsErrorController.php,0,0,0,0,0,0,0,0,0,0
CakePHP,/export/scratch1/hills/corpus/CakePHP/cakephp-2.2.0-0/lib/Cake/Test/test_app/Controller/TestsAppsController.php,0,0,0,0,0,0,0,0,0,0
CakePHP,/export/scratch1/hills/corpus/CakePHP/cakephp-2.2.0-0/lib/Cake/Test/test_app/Controller/TestsAppsPostsController.php,0,0,0,0,0,0,0,0,0,0
CakePHP,/export/scratch1/hills/corpus/CakePHP/cakephp-2.2.0-0/lib/Cake/Test/test_app/Error/TestAppsExceptionRenderer.php,0,0,0,0,0,0,0,0,0,0
CakePHP,/export/scratch1/hills/corpus/CakePHP/cakephp-2.2.0-0/lib/Cake/Test/test_app/Lib/Cache/Engine/TestAppCacheEngine.php,0,0,0,0,0,0,0,0,0,0
CakePHP,/export/scratch1/hills/corpus/CakePHP/cakephp-2.2.0-0/lib/Cake/Test/test_app/Lib/Library.php,0,0,0,0,0,0,0,0,0,0
CakePHP,/export/scratch1/hills/corpus/CakePHP/cakephp-2.2.0-0/lib/Cake/Test/test_app/Lib/Log/Engine/TestAppLog.php,0,0,0,0,0,0,0,0,0,0
CakePHP,/export/scratch1/hills/corpus/CakePHP/cakephp-2.2.0-0/lib/Cake/Test/test_app/Lib/Utility/TestUtilityClass.php,0,0,0,0,0,0,0,0,0,0
CakePHP,/export/scratch1/hills/corpus/CakePHP/cakephp-2.2.0-0/lib/Cake/Test/test_app/Model/AppModel.php,0,0,0,0,0,0,0,0,0,0
CakePHP,/export/scratch1/hills/corpus/CakePHP/cakephp-2.2.0-0/lib/Cake/Test/test_app/Model/Behavior/PersisterOneBehaviorBehavior.php,0,0,0,0,0,0,0,0,0,0
CakePHP,/export/scratch1/hills/corpus/CakePHP/cakephp-2.2.0-0/lib/Cake/Test/test_app/Model/Behavior/PersisterTwoBehaviorBehavior.php,0,0,0,0,0,0,0,0,0,0
CakePHP,/export/scratch1/hills/corpus/CakePHP/cakephp-2.2.0-0/lib/Cake/Test/test_app/Model/Comment.php,0,0,0,0,0,0,0,0,0,0
CakePHP,/export/scratch1/hills/corpus/CakePHP/cakephp-2.2.0-0/lib/Cake/Test/test_app/Model/Datasource/Database/TestLocalDriver.php,0,0,0,0,0,0,0,0,0,0
CakePHP,/export/scratch1/hills/corpus/CakePHP/cakephp-2.2.0-0/lib/Cake/Test/test_app/Model/Datasource/Session/TestAppLibSession.php,0,0,0,0,0,0,0,0,0,0
CakePHP,/export/scratch1/hills/corpus/CakePHP/cakephp-2.2.0-0/lib/Cake/Test/test_app/Model/Datasource/Test2OtherSource.php,0,0,0,0,0,0,0,0,0,0
CakePHP,/export/scratch1/hills/corpus/CakePHP/cakephp-2.2.0-0/lib/Cake/Test/test_app/Model/Datasource/Test2Source.php,0,0,0,0,0,0,0,0,0,0
CakePHP,/export/scratch1/hills/corpus/CakePHP/cakephp-2.2.0-0/lib/Cake/Test/test_app/Model/PersisterOne.php,0,0,0,0,0,0,0,0,0,0
CakePHP,/export/scratch1/hills/corpus/CakePHP/cakephp-2.2.0-0/lib/Cake/Test/test_app/Model/PersisterTwo.php,0,0,0,0,0,0,0,0,0,0
CakePHP,/export/scratch1/hills/corpus/CakePHP/cakephp-2.2.0-0/lib/Cake/Test/test_app/Model/Post.php,0,0,0,0,0,0,0,0,0,0
CakePHP,/export/scratch1/hills/corpus/CakePHP/cakephp-2.2.0-0/lib/Cake/Test/test_app/Plugin/PluginJs/Config/bootstrap.php,0,0,0,0,0,0,0,0,0,0
CakePHP,/export/scratch1/hills/corpus/CakePHP/cakephp-2.2.0-0/lib/Cake/Test/test_app/Plugin/TestPlugin/Config/Schema/schema.php,0,0,0,0,0,0,0,0,0,0
CakePHP,/export/scratch1/hills/corpus/CakePHP/cakephp-2.2.0-0/lib/Cake/Test/test_app/Plugin/TestPlugin/Config/bootstrap.php,0,0,0,0,0,0,0,0,0,0
CakePHP,/export/scratch1/hills/corpus/CakePHP/cakephp-2.2.0-0/lib/Cake/Test/test_app/Plugin/TestPlugin/Config/custom_config.php,0,0,0,0,0,0,0,0,0,0
CakePHP,/export/scratch1/hills/corpus/CakePHP/cakephp-2.2.0-0/lib/Cake/Test/test_app/Plugin/TestPlugin/Config/load.php,0,0,0,0,0,0,0,0,0,0
CakePHP,/export/scratch1/hills/corpus/CakePHP/cakephp-2.2.0-0/lib/Cake/Test/test_app/Plugin/TestPlugin/Config/more.load.php,0,0,0,0,0,0,0,0,0,0
CakePHP,/export/scratch1/hills/corpus/CakePHP/cakephp-2.2.0-0/lib/Cake/Test/test_app/Plugin/TestPlugin/Config/routes.php,0,0,0,0,0,0,0,0,0,0
CakePHP,/export/scratch1/hills/corpus/CakePHP/cakephp-2.2.0-0/lib/Cake/Test/test_app/Plugin/TestPlugin/Console/Command/ExampleShell.php,0,0,0,0,0,0,0,0,0,0
CakePHP,/export/scratch1/hills/corpus/CakePHP/cakephp-2.2.0-0/lib/Cake/Test/test_app/Plugin/TestPlugin/Console/Command/Task/OtherTaskTask.php,0,0,0,0,0,0,0,0,0,0
CakePHP,/export/scratch1/hills/corpus/CakePHP/cakephp-2.2.0-0/lib/Cake/Test/test_app/Plugin/TestPlugin/Controller/Component/OtherComponent.php,0,0,0,0,0,0,0,0,0,0
CakePHP,/export/scratch1/hills/corpus/CakePHP/cakephp-2.2.0-0/lib/Cake/Test/test_app/Plugin/TestPlugin/Controller/Component/PluginsComponent.php,0,0,0,0,0,0,0,0,0,0
CakePHP,/export/scratch1/hills/corpus/CakePHP/cakephp-2.2.0-0/lib/Cake/Test/test_app/Plugin/TestPlugin/Controller/Component/TestPluginComponent.php,0,0,0,0,0,0,0,0,0,0
CakePHP,/export/scratch1/hills/corpus/CakePHP/cakephp-2.2.0-0/lib/Cake/Test/test_app/Plugin/TestPlugin/Controller/Component/TestPluginOtherComponent.php,0,0,0,0,0,0,0,0,0,0
CakePHP,/export/scratch1/hills/corpus/CakePHP/cakephp-2.2.0-0/lib/Cake/Test/test_app/Plugin/TestPlugin/Controller/TestPluginAppController.php,0,0,0,0,0,0,0,0,0,0
CakePHP,/export/scratch1/hills/corpus/CakePHP/cakephp-2.2.0-0/lib/Cake/Test/test_app/Plugin/TestPlugin/Controller/TestPluginController.php,0,0,0,0,0,0,0,0,0,0
CakePHP,/export/scratch1/hills/corpus/CakePHP/cakephp-2.2.0-0/lib/Cake/Test/test_app/Plugin/TestPlugin/Controller/TestsController.php,0,0,0,0,0,0,0,0,0,0
CakePHP,/export/scratch1/hills/corpus/CakePHP/cakephp-2.2.0-0/lib/Cake/Test/test_app/Plugin/TestPlugin/Lib/Cache/Engine/TestPluginCacheEngine.php,0,0,0,0,0,0,0,0,0,0
CakePHP,/export/scratch1/hills/corpus/CakePHP/cakephp-2.2.0-0/lib/Cake/Test/test_app/Plugin/TestPlugin/Lib/Custom/Package/CustomLibClass.php,0,0,0,0,0,0,0,0,0,0
CakePHP,/export/scratch1/hills/corpus/CakePHP/cakephp-2.2.0-0/lib/Cake/Test/test_app/Plugin/TestPlugin/Lib/Error/TestPluginExceptionRenderer.php,0,0,0,0,0,0,0,0,0,0
CakePHP,/export/scratch1/hills/corpus/CakePHP/cakephp-2.2.0-0/lib/Cake/Test/test_app/Plugin/TestPlugin/Lib/Log/Engine/TestPluginLog.php,0,0,0,0,0,0,0,0,0,0
CakePHP,/export/scratch1/hills/corpus/CakePHP/cakephp-2.2.0-0/lib/Cake/Test/test_app/Plugin/TestPlugin/Lib/Routing/Filter/Test2DispatcherFilter.php,0,0,0,0,0,0,0,0,0,0
CakePHP,/export/scratch1/hills/corpus/CakePHP/cakephp-2.2.0-0/lib/Cake/Test/test_app/Plugin/TestPlugin/Lib/Routing/Filter/TestDispatcherFilter.php,0,0,0,0,0,0,0,0,0,0
CakePHP,/export/scratch1/hills/corpus/CakePHP/cakephp-2.2.0-0/lib/Cake/Test/test_app/Plugin/TestPlugin/Lib/TestPluginLibrary.php,0,0,0,0,0,0,0,0,0,0
CakePHP,/export/scratch1/hills/corpus/CakePHP/cakephp-2.2.0-0/lib/Cake/Test/test_app/Plugin/TestPlugin/Lib/TestPluginOtherLibrary.php,0,0,0,0,0,0,0,0,0,0
CakePHP,/export/scratch1/hills/corpus/CakePHP/cakephp-2.2.0-0/lib/Cake/Test/test_app/Plugin/TestPlugin/Model/Behavior/TestPluginPersisterOneBehavior.php,0,0,0,0,0,0,0,0,0,0
CakePHP,/export/scratch1/hills/corpus/CakePHP/cakephp-2.2.0-0/lib/Cake/Test/test_app/Plugin/TestPlugin/Model/Behavior/TestPluginPersisterTwoBehavior.php,0,0,0,0,0,0,0,0,0,0
CakePHP,/export/scratch1/hills/corpus/CakePHP/cakephp-2.2.0-0/lib/Cake/Test/test_app/Plugin/TestPlugin/Model/Datasource/Database/DboDummy.php,0,0,0,0,0,0,0,0,0,0
CakePHP,/export/scratch1/hills/corpus/CakePHP/cakephp-2.2.0-0/lib/Cake/Test/test_app/Plugin/TestPlugin/Model/Datasource/Database/TestDriver.php,0,0,0,0,0,0,0,0,0,0
CakePHP,/export/scratch1/hills/corpus/CakePHP/cakephp-2.2.0-0/lib/Cake/Test/test_app/Plugin/TestPlugin/Model/Datasource/Session/TestPluginSession.php,0,0,0,0,0,0,0,0,0,0
CakePHP,/export/scratch1/hills/corpus/CakePHP/cakephp-2.2.0-0/lib/Cake/Test/test_app/Plugin/TestPlugin/Model/Datasource/TestOtherSource.php,0,0,0,0,0,0,0,0,0,0
CakePHP,/export/scratch1/hills/corpus/CakePHP/cakephp-2.2.0-0/lib/Cake/Test/test_app/Plugin/TestPlugin/Model/Datasource/TestSource.php,0,0,0,0,0,0,0,0,0,0
CakePHP,/export/scratch1/hills/corpus/CakePHP/cakephp-2.2.0-0/lib/Cake/Test/test_app/Plugin/TestPlugin/Model/TestPluginAppModel.php,0,0,0,0,0,0,0,0,0,0
CakePHP,/export/scratch1/hills/corpus/CakePHP/cakephp-2.2.0-0/lib/Cake/Test/test_app/Plugin/TestPlugin/Model/TestPluginAuthUser.php,0,0,0,0,0,0,0,0,0,0
CakePHP,/export/scratch1/hills/corpus/CakePHP/cakephp-2.2.0-0/lib/Cake/Test/test_app/Plugin/TestPlugin/Model/TestPluginAuthors.php,0,0,0,0,0,0,0,0,0,0
CakePHP,/export/scratch1/hills/corpus/CakePHP/cakephp-2.2.0-0/lib/Cake/Test/test_app/Plugin/TestPlugin/Model/TestPluginComment.php,0,0,0,0,0,0,0,0,0,0
CakePHP,/export/scratch1/hills/corpus/CakePHP/cakephp-2.2.0-0/lib/Cake/Test/test_app/Plugin/TestPlugin/Model/TestPluginPost.php,0,0,0,0,0,0,0,0,0,0
CakePHP,/export/scratch1/hills/corpus/CakePHP/cakephp-2.2.0-0/lib/Cake/Test/test_app/Plugin/TestPlugin/Utility/TestPluginEngine.php,0,0,0,0,0,0,0,0,0,0
CakePHP,/export/scratch1/hills/corpus/CakePHP/cakephp-2.2.0-0/lib/Cake/Test/test_app/Plugin/TestPlugin/Vendor/Example/ExampleExample.php,0,0,0,0,0,0,0,0,0,0
CakePHP,/export/scratch1/hills/corpus/CakePHP/cakephp-2.2.0-0/lib/Cake/Test/test_app/Plugin/TestPlugin/Vendor/sample/sample_plugin.php,0,0,0,0,0,0,0,0,0,0
CakePHP,/export/scratch1/hills/corpus/CakePHP/cakephp-2.2.0-0/lib/Cake/Test/test_app/Plugin/TestPlugin/Vendor/welcome.php,0,0,0,0,0,0,0,0,0,0
CakePHP,/export/scratch1/hills/corpus/CakePHP/cakephp-2.2.0-0/lib/Cake/Test/test_app/Plugin/TestPlugin/View/Helper/OtherHelperHelper.php,0,0,0,0,0,0,0,0,0,0
CakePHP,/export/scratch1/hills/corpus/CakePHP/cakephp-2.2.0-0/lib/Cake/Test/test_app/Plugin/TestPlugin/View/Helper/PluggedHelperHelper.php,0,0,0,0,0,0,0,0,0,0
CakePHP,/export/scratch1/hills/corpus/CakePHP/cakephp-2.2.0-0/lib/Cake/Test/test_app/Plugin/TestPlugin/View/Helper/TestPluginAppHelper.php,0,0,0,0,0,0,0,0,0,0
CakePHP,/export/scratch1/hills/corpus/CakePHP/cakephp-2.2.0-0/lib/Cake/Test/test_app/Plugin/TestPluginTwo/Config/bootstrap.php,0,0,0,0,0,0,0,0,0,0
CakePHP,/export/scratch1/hills/corpus/CakePHP/cakephp-2.2.0-0/lib/Cake/Test/test_app/Plugin/TestPluginTwo/Console/Command/ExampleShell.php,0,0,0,0,0,0,0,0,0,0
CakePHP,/export/scratch1/hills/corpus/CakePHP/cakephp-2.2.0-0/lib/Cake/Test/test_app/Plugin/TestPluginTwo/Console/Command/WelcomeShell.php,0,0,0,0,0,0,0,0,0,0
CakePHP,/export/scratch1/hills/corpus/CakePHP/cakephp-2.2.0-0/lib/Cake/Test/test_app/Utility/TestAppEngine.php,0,0,0,0,0,0,0,0,0,0
CakePHP,/export/scratch1/hills/corpus/CakePHP/cakephp-2.2.0-0/lib/Cake/Test/test_app/Vendor/Test/MyTest.php,0,0,0,0,0,0,0,0,0,0
CakePHP,/export/scratch1/hills/corpus/CakePHP/cakephp-2.2.0-0/lib/Cake/Test/test_app/Vendor/Test/hello.php,0,0,0,0,0,0,0,0,0,0
CakePHP,/export/scratch1/hills/corpus/CakePHP/cakephp-2.2.0-0/lib/Cake/Test/test_app/Vendor/sample/configure_test_vendor_sample.php,0,0,0,0,0,0,0,0,0,0
CakePHP,/export/scratch1/hills/corpus/CakePHP/cakephp-2.2.0-0/lib/Cake/Test/test_app/Vendor/somename/some.name.php,0,0,0,0,0,0,0,0,0,0
CakePHP,/export/scratch1/hills/corpus/CakePHP/cakephp-2.2.0-0/lib/Cake/Test/test_app/Vendor/welcome.php,0,0,0,0,0,0,0,0,0,0
CakePHP,/export/scratch1/hills/corpus/CakePHP/cakephp-2.2.0-0/lib/Cake/Test/test_app/View/Helper/BananaHelper.php,0,0,0,0,0,0,0,0,0,0
CakePHP,/export/scratch1/hills/corpus/CakePHP/cakephp-2.2.0-0/lib/Cake/TestSuite/CakeTestCase.php,0,0,0,0,0,0,0,0,0,0
CakePHP,/export/scratch1/hills/corpus/CakePHP/cakephp-2.2.0-0/lib/Cake/TestSuite/CakeTestLoader.php,0,0,0,0,0,0,0,0,0,0
CakePHP,/export/scratch1/hills/corpus/CakePHP/cakephp-2.2.0-0/lib/Cake/TestSuite/CakeTestRunner.php,0,0,0,1,0,0,0,0,0,0
CakePHP,/export/scratch1/hills/corpus/CakePHP/cakephp-2.2.0-0/lib/Cake/TestSuite/CakeTestSuite.php,0,0,0,0,0,0,0,0,0,0
CakePHP,/export/scratch1/hills/corpus/CakePHP/cakephp-2.2.0-0/lib/Cake/TestSuite/CakeTestSuiteCommand.php,0,0,0,2,0,0,0,0,0,0
CakePHP,/export/scratch1/hills/corpus/CakePHP/cakephp-2.2.0-0/lib/Cake/TestSuite/CakeTestSuiteDispatcher.php,0,0,0,0,0,0,0,0,0,0
CakePHP,/export/scratch1/hills/corpus/CakePHP/cakephp-2.2.0-0/lib/Cake/TestSuite/ControllerTestCase.php,0,0,0,0,2,0,0,0,0,0
CakePHP,/export/scratch1/hills/corpus/CakePHP/cakephp-2.2.0-0/lib/Cake/TestSuite/Coverage/BaseCoverageReport.php,0,0,0,0,0,0,0,0,0,0
CakePHP,/export/scratch1/hills/corpus/CakePHP/cakephp-2.2.0-0/lib/Cake/TestSuite/Coverage/HtmlCoverageReport.php,0,0,0,0,0,0,0,0,0,0
CakePHP,/export/scratch1/hills/corpus/CakePHP/cakephp-2.2.0-0/lib/Cake/TestSuite/Coverage/TextCoverageReport.php,0,0,0,0,0,0,0,0,0,0
CakePHP,/export/scratch1/hills/corpus/CakePHP/cakephp-2.2.0-0/lib/Cake/TestSuite/Fixture/CakeFixtureManager.php,0,0,0,1,0,0,0,0,0,0
CakePHP,/export/scratch1/hills/corpus/CakePHP/cakephp-2.2.0-0/lib/Cake/TestSuite/Fixture/CakeTestFixture.php,0,0,0,1,0,0,0,0,0,0
CakePHP,/export/scratch1/hills/corpus/CakePHP/cakephp-2.2.0-0/lib/Cake/TestSuite/Fixture/CakeTestModel.php,0,0,0,0,0,0,0,0,0,0
CakePHP,/export/scratch1/hills/corpus/CakePHP/cakephp-2.2.0-0/lib/Cake/TestSuite/Reporter/CakeBaseReporter.php,0,0,0,0,0,0,0,0,0,0
CakePHP,/export/scratch1/hills/corpus/CakePHP/cakephp-2.2.0-0/lib/Cake/TestSuite/Reporter/CakeHtmlReporter.php,0,0,0,0,0,0,0,0,0,0
CakePHP,/export/scratch1/hills/corpus/CakePHP/cakephp-2.2.0-0/lib/Cake/TestSuite/Reporter/CakeTextReporter.php,0,0,0,0,0,0,0,0,0,0
CakePHP,/export/scratch1/hills/corpus/CakePHP/cakephp-2.2.0-0/lib/Cake/TestSuite/templates/footer.php,0,0,0,0,0,0,0,0,0,0
CakePHP,/export/scratch1/hills/corpus/CakePHP/cakephp-2.2.0-0/lib/Cake/TestSuite/templates/header.php,0,0,0,0,0,0,0,0,0,0
CakePHP,/export/scratch1/hills/corpus/CakePHP/cakephp-2.2.0-0/lib/Cake/TestSuite/templates/menu.php,0,0,0,0,0,0,0,0,0,0
CakePHP,/export/scratch1/hills/corpus/CakePHP/cakephp-2.2.0-0/lib/Cake/TestSuite/templates/missing_connection.php,0,0,0,0,0,0,0,0,0,0
