product,version,array,fetch array dim,fetch class const,assign,assign with operation: bitwise and,assign with operation: bitwise or,assign with operation: bitwise xor,assign with operation: concat,assign with operation: div,assign with operation: minus,assign with operation: mod,assign with operation: mul,assign with operation: plus,assign with operation: right shift,assign with operation: left shift,list assign,ref assign,binary operation: bitwise and,binary operation: bitwise or,binary operation: bitwise xor,binary operation: concat,binary operation: div,binary operation: minus,binary operation: mod,binary operation: mul,binary operation: plus,binary operation: right shift,binary operation: left shift,binary operation: boolean and,binary operation: boolean or,binary operation: gt,binary operation: geq,binary operation: logical and,binary operation: logical or,binary operation: logical xor,binary operation: not equal,binary operation: not identical,binary operation: lt,binary operation: leq,binary operation: equal,binary operation: identical,unary operation: boolean not,unary operation: bitwise not,unary operation: post dec,unary operation: pre dec,unary operation: post inc,unary operation: pre inc,unary operation: unary plus,unary operation: unary minus,new,class const,cast to int,cast to bool,cast to float,cast to string,cast to array,cast to object,cast to unset,clone,closure,fetch const,empty,suppress,eval,exit,call,method call,static call,include,instanceOf,isSet,print,property fetch,shell exec,ternary,fetch static property,scalar,var
CakePHP,1.2.0-0,16756,11385,0,17311,0,0,0,762,0,0,0,0,17,0,0,139,429,1,5,1,6268,33,205,51,70,200,0,0,1193,513,251,56,0,1,0,253,408,249,55,690,894,1798,0,21,3,244,6,4,178,768,0,9,13,3,1,75,0,0,2,0,9763,932,92,6,33,10346,16576,4601,130,0,1213,8,14306,0,33,0,90088,73970
CakePHP,1.2.1-0,16906,11432,0,17421,0,0,0,762,0,0,0,0,17,0,0,138,431,1,5,1,6278,33,205,51,70,200,0,0,1194,516,251,56,0,1,0,254,407,249,55,691,896,1797,0,21,3,244,6,4,178,777,0,9,13,3,1,75,0,0,2,0,9799,939,90,6,33,10357,16702,4632,130,0,1206,8,14470,0,33,0,90641,74436
CakePHP,1.2.2-0,17267,11555,0,17825,0,0,0,767,0,0,0,0,21,0,0,137,436,1,5,1,6490,33,206,51,69,201,0,0,1194,513,251,57,0,1,0,257,407,249,55,713,883,1809,0,21,3,244,6,4,181,830,0,10,13,11,1,77,0,0,2,0,10053,943,96,6,33,10516,17197,4760,135,0,1213,8,14908,0,33,0,92291,75876
CakePHP,1.2.3-0,17384,11634,0,18028,0,0,0,769,0,0,0,0,22,0,0,137,438,1,5,1,6584,33,206,51,69,201,0,0,1199,514,251,58,0,1,0,253,409,249,55,717,887,1816,0,21,3,244,6,4,181,868,0,10,13,11,1,77,0,0,2,0,10152,945,97,6,33,10595,17390,4866,138,0,1215,8,15156,0,33,0,92987,76589
CakePHP,1.2.4-0,21357,12310,0,19882,0,0,0,816,0,0,0,0,32,0,0,137,453,6,5,1,6669,33,210,51,70,221,0,0,1209,524,251,64,0,1,1,260,415,253,58,751,894,1839,0,21,3,245,7,4,224,1086,0,10,13,13,1,75,0,0,2,0,10622,957,95,6,33,10673,19274,5039,153,0,1239,8,16154,0,33,0,111932,82211
CakePHP,1.2.5-0,21581,12342,0,20019,0,0,0,816,0,0,0,0,32,0,0,137,455,10,5,1,6751,34,210,51,72,222,0,0,1216,527,252,64,0,1,1,260,414,253,59,751,897,1855,4,21,3,245,7,4,224,1105,0,10,13,13,1,75,0,0,2,0,10740,965,95,6,33,10719,19414,5063,154,0,1244,8,16361,0,33,0,112828,82642
CakePHP,1.2.6-0,21805,12415,0,20213,0,0,0,813,0,0,0,0,32,0,0,136,465,10,5,1,6879,34,209,51,72,225,0,0,1214,530,246,70,0,1,1,258,412,247,59,743,904,1878,4,21,3,240,7,4,227,1129,0,11,12,13,4,77,0,0,2,0,10877,989,99,6,33,10756,19636,5118,154,0,1249,8,16601,0,33,0,113947,83288
CakePHP,1.2.7-0,21963,12489,0,20344,0,0,0,812,0,0,0,0,33,0,0,137,472,10,5,1,6935,34,209,51,72,226,0,0,1219,533,246,70,0,1,1,258,415,248,60,748,906,1891,4,21,3,241,7,4,226,1143,0,12,12,13,4,77,0,0,2,0,10950,1000,101,6,33,10796,19807,5157,154,0,1258,8,16688,0,33,0,114602,83800
CakePHP,1.2.8-0,22049,12544,0,20436,0,0,0,813,0,0,0,0,33,0,0,137,474,10,5,1,6941,34,209,51,72,226,0,0,1229,535,246,70,0,1,1,262,415,248,60,747,911,1896,4,21,3,241,7,4,226,1153,0,12,12,13,4,77,0,0,2,0,10995,1002,102,6,33,10812,19891,5176,154,0,1266,8,16735,0,33,0,115019,84098
CakePHP,1.2.9-0,22182,12586,0,20588,0,0,0,814,0,0,0,0,33,0,0,137,476,10,5,1,6956,34,209,51,72,226,0,0,1229,537,249,70,0,1,1,261,415,249,59,747,911,1900,4,21,3,241,7,4,226,1159,0,12,12,13,4,78,0,0,2,0,11018,1005,102,6,33,10817,20081,5195,154,0,1266,8,16809,0,33,0,115512,84627
CakePHP,1.2.10-0,22206,12600,0,20657,0,0,0,800,0,0,0,0,33,0,0,138,476,10,5,1,6962,34,209,51,72,226,0,0,1233,541,249,70,0,1,1,261,414,249,59,750,918,1906,4,21,3,241,7,4,226,1163,0,12,12,13,4,79,0,0,2,0,11040,1008,102,6,33,10825,20143,5204,154,0,1267,8,16909,0,33,0,115649,84826
CakePHP,1.2.11-0,22298,12594,0,20726,0,0,0,800,0,0,0,0,34,0,0,138,476,10,5,1,6981,34,209,51,72,226,0,0,1236,540,249,70,0,1,1,261,414,249,59,753,918,1908,4,21,3,241,7,4,226,1172,0,12,12,13,4,79,0,0,2,0,11061,1009,104,6,33,10856,20203,5205,154,0,1261,8,16963,0,33,0,115922,85017
CakePHP,1.3.0-0,24109,12870,0,22734,0,2,0,674,0,0,0,0,67,0,0,138,584,18,5,1,8319,38,212,49,66,229,0,0,1184,499,227,75,0,1,1,228,429,222,61,737,906,1969,7,23,2,197,9,4,197,1428,0,12,13,15,5,86,0,0,2,0,12649,1036,101,8,20,11293,23232,5808,204,0,1298,4,19944,0,20,0,125036,92218
CakePHP,1.3.1-0,24202,12924,0,22838,0,2,0,675,0,1,0,0,67,0,0,139,583,18,5,1,8316,38,210,49,71,235,0,0,1188,504,227,75,0,1,1,228,432,223,61,734,913,1975,7,23,2,197,9,4,199,1447,0,12,13,15,5,86,0,0,2,0,12719,1036,102,8,20,11315,23378,5834,204,0,1306,4,20071,0,20,0,125547,92588
CakePHP,1.3.2-0,24219,12933,0,22854,0,2,0,675,0,1,0,0,67,0,0,139,584,18,5,1,8316,38,210,49,71,235,0,0,1189,504,227,75,0,1,1,228,434,223,61,734,913,1975,7,23,2,197,9,4,199,1447,0,12,13,15,5,86,0,0,2,0,12719,1036,102,8,20,11319,23389,5835,204,0,1308,4,20102,0,20,0,125614,92633
CakePHP,1.3.3-0,24354,13007,0,23038,0,2,0,675,0,1,0,0,66,0,0,139,589,18,5,1,8422,38,210,49,73,238,0,0,1200,505,227,75,0,1,1,228,434,224,61,735,920,1985,7,23,2,198,9,4,200,1465,0,12,14,15,5,86,0,0,2,0,12814,1040,103,8,20,11367,23548,5871,204,0,1314,4,20268,0,20,0,126256,93209
CakePHP,1.3.4-0,24506,13085,0,23184,0,2,0,676,0,1,0,0,67,0,0,138,592,18,5,1,8455,38,210,49,73,236,0,0,1204,505,231,75,0,1,1,232,433,222,60,735,923,1989,7,23,2,197,9,4,201,1488,0,12,14,15,9,87,0,0,2,0,12898,1044,105,8,20,11395,23684,5889,204,0,1322,4,20395,0,20,0,127016,93671
CakePHP,1.3.5-0,24658,13109,0,23292,0,2,0,677,0,1,0,0,69,0,0,139,596,18,5,1,8465,38,210,49,73,241,0,0,1209,509,234,75,1,1,1,232,438,222,59,737,923,1994,7,23,2,198,9,4,201,1498,0,12,14,15,9,87,0,0,2,0,12936,1055,107,8,20,11402,23818,5929,204,0,1319,4,20504,0,20,0,127677,94066
CakePHP,1.3.6-0,24712,13124,0,23336,0,2,0,676,0,1,0,0,69,0,0,139,596,18,5,1,8470,38,210,49,73,241,0,0,1209,509,234,75,1,1,1,232,440,222,59,736,924,1997,7,23,2,198,9,4,202,1503,0,12,14,15,9,87,0,0,2,0,12956,1055,107,8,20,11409,23853,5933,204,0,1319,4,20526,0,20,0,127845,94200
CakePHP,1.3.7-0,24801,13148,0,23490,0,2,0,662,0,1,0,0,69,0,0,140,597,18,5,1,8505,38,210,49,75,241,0,0,1211,512,235,75,1,1,1,233,439,222,59,739,933,2003,7,23,2,198,9,4,202,1513,0,12,13,15,9,88,0,0,2,0,13033,1056,107,8,20,11436,23966,5968,204,0,1323,4,20704,0,20,0,128356,94619
CakePHP,1.3.8-0,24841,13188,0,23534,0,2,0,662,0,1,0,0,69,0,0,140,598,18,5,1,8509,38,210,49,75,241,0,0,1218,514,235,75,1,1,1,233,442,223,59,740,933,2011,7,23,2,198,9,4,202,1518,0,12,13,15,9,91,0,0,1,0,13041,1064,108,8,20,11452,24008,5975,204,0,1325,4,20744,0,20,0,128554,94785
CakePHP,1.3.9-0,25000,13202,0,23621,0,2,0,662,0,1,0,0,70,0,0,140,598,18,5,1,8485,38,209,49,75,241,0,0,1221,514,235,75,1,1,1,233,442,224,59,744,936,2012,7,23,2,198,9,4,202,1537,0,12,13,15,9,93,0,0,1,0,13067,1068,108,8,20,11484,24115,5982,205,0,1319,4,20817,0,20,0,129025,95101
CakePHP,1.3.10-0,25006,13203,0,23635,0,2,0,662,0,1,0,0,70,0,0,140,598,18,5,1,8502,38,209,49,75,241,0,0,1221,514,235,75,1,1,1,233,443,224,59,745,936,2012,7,23,2,198,9,4,202,1540,0,12,13,15,9,93,0,0,1,0,13081,1068,108,8,20,11495,24123,5984,205,0,1319,4,20824,0,20,0,129052,95140
CakePHP,1.3.11-0,25022,13207,0,23647,0,2,0,662,0,1,0,0,70,0,0,140,598,18,5,1,8505,38,209,49,75,241,0,0,1223,512,235,75,1,1,1,233,442,224,59,746,936,2013,7,23,2,198,9,4,202,1540,0,12,13,15,9,93,0,0,1,0,13083,1068,108,8,20,11496,24139,5992,205,0,1321,4,20831,0,20,0,129170,95187
CakePHP,1.3.12-0,25105,13241,0,23733,0,2,0,666,0,1,0,0,71,0,0,140,601,18,5,1,8531,39,209,49,76,243,0,0,1234,516,235,75,1,1,1,233,444,225,59,762,942,2021,7,23,2,199,9,4,202,1547,0,15,14,15,13,93,0,0,1,0,13118,1068,110,8,20,11543,24225,6008,205,0,1320,4,20939,0,20,0,129577,95497
CakePHP,1.3.13-0,25177,13250,0,23773,0,2,0,666,0,1,0,0,71,0,0,140,602,18,5,1,8525,39,209,49,76,245,0,0,1238,518,235,75,1,1,1,231,449,225,59,761,945,2025,7,23,2,199,9,4,203,1551,0,15,14,15,13,93,0,0,1,0,13123,1069,110,8,20,11554,24261,6014,205,0,1319,4,20979,0,20,0,129823,95625
CakePHP,1.3.14-0,25298,13287,0,23867,0,2,0,667,0,1,0,0,71,0,0,140,604,25,5,1,8557,39,209,49,76,244,0,0,1244,523,234,75,1,1,1,230,451,223,60,763,957,2035,14,23,2,198,9,4,203,1559,0,16,14,15,13,93,0,0,1,0,13175,1072,110,8,20,11573,24353,6028,205,0,1320,4,21063,0,20,0,130416,95949
CakePHP,1.3.15-0,25318,13307,0,23897,0,2,0,667,0,1,0,0,71,0,0,140,605,25,5,1,8557,39,209,49,76,244,0,0,1247,523,234,75,1,1,1,230,452,223,60,762,960,2038,14,23,2,198,9,4,203,1561,0,16,14,15,13,93,0,0,1,0,13189,1073,110,8,20,11577,24387,6030,205,0,1322,4,21083,0,20,0,130498,96079
CakePHP,2.0.0-0,26583,13688,133,24646,0,0,0,638,0,1,0,0,81,0,0,160,47,10,3,1,7322,40,210,49,74,238,0,0,1157,456,218,113,1,1,0,178,431,191,61,594,938,1860,4,23,2,150,7,4,165,1891,0,16,69,11,44,123,6,0,0,0,11997,1256,55,6,18,10359,28415,6981,129,82,1300,4,20589,0,18,509,134791,97521
CakePHP,2.0.1-0,26678,13740,134,24775,0,0,0,636,0,1,0,0,80,0,0,160,48,10,3,1,7421,40,210,49,74,238,0,0,1166,460,219,113,1,1,0,178,430,192,61,596,947,1870,4,23,2,150,9,4,166,1898,0,16,73,11,45,123,6,0,0,0,12071,1259,55,6,19,10440,28649,7015,128,82,1300,4,20709,0,19,514,135483,97991
CakePHP,2.0.2-0,26682,13747,135,24788,0,0,0,636,0,1,0,0,80,0,0,160,48,11,3,1,7418,40,210,49,74,238,0,0,1166,461,219,113,1,1,0,177,431,192,61,598,947,1870,4,23,2,150,9,4,166,1901,0,16,74,11,45,122,6,0,0,0,12075,1259,55,6,19,10443,28683,7018,128,82,1302,4,20729,0,19,515,135551,98054
CakePHP,2.0.3-0,26762,13771,141,24777,0,0,0,636,0,1,0,0,81,0,0,160,45,11,3,1,7370,40,211,49,74,243,0,0,1171,463,220,113,1,1,0,176,437,191,61,599,951,1877,4,23,2,149,9,4,166,1888,0,16,75,11,45,122,6,0,0,0,12058,1261,55,6,19,10383,28672,7006,128,82,1301,4,20740,0,19,515,135672,98021
CakePHP,2.0.4-0,26850,13796,146,24907,0,0,0,641,0,1,0,0,81,0,0,161,45,11,3,1,7376,40,219,49,74,255,0,0,1181,468,220,113,1,1,0,174,439,191,61,603,952,1897,4,23,2,149,9,4,170,1898,0,16,75,11,45,122,6,0,0,0,12100,1266,55,6,19,10466,28733,7045,127,82,1304,4,20789,0,19,524,136138,98404
CakePHP,2.0.5-0,27028,13764,149,25020,0,0,0,641,0,1,0,0,82,0,0,162,45,11,5,1,7494,40,224,50,74,254,0,0,1190,472,224,116,1,1,0,172,441,191,63,606,947,1900,4,23,2,150,9,4,170,1918,0,19,54,11,45,123,6,0,0,0,12195,1268,56,6,19,10484,29046,7095,125,81,1309,4,20918,0,19,523,136925,98967
CakePHP,2.0.6-0,27078,13808,151,25097,0,0,0,641,0,1,0,0,82,0,0,163,44,11,4,1,7533,40,223,50,73,254,0,0,1195,467,224,116,1,1,0,172,442,190,63,604,949,1907,4,23,2,149,9,4,171,1926,0,19,55,11,45,123,6,0,0,0,12243,1272,56,6,19,10505,29164,7116,125,83,1311,4,20968,0,19,523,137234,99256
CakePHP,2.1.0-0,28795,14457,210,26577,0,0,0,650,0,1,0,0,89,0,0,185,53,11,4,1,8002,40,230,50,73,271,0,0,1233,496,232,116,0,0,0,170,459,191,64,620,970,2015,4,23,2,150,9,4,188,2131,0,19,56,11,47,128,6,0,3,0,13050,1344,58,6,19,10838,31460,7404,124,94,1394,4,22370,0,19,550,144481,105155
CakePHP,2.1.1-0,28936,14523,210,26653,0,0,0,651,0,1,0,0,89,0,0,186,55,12,4,1,8006,40,230,50,73,259,0,0,1241,496,232,115,0,0,0,170,460,191,64,621,973,2024,5,23,2,150,9,0,189,2148,0,21,57,11,47,129,6,0,3,0,13068,1351,58,5,19,10040,30692,7429,124,97,1397,4,22479,0,19,545,143772,103928
CakePHP,2.1.2-0,28966,14537,210,26722,0,0,0,653,0,1,0,0,89,0,0,186,55,15,4,1,8044,40,225,50,75,259,0,0,1247,499,232,69,0,0,0,170,463,191,64,619,972,2042,8,23,2,150,9,0,198,2158,0,21,57,11,47,129,6,0,3,0,13128,1360,58,5,19,10040,30818,7522,124,97,1406,4,22550,0,19,550,143875,104111
CakePHP,2.1.3-0,29030,14594,210,26790,0,0,0,613,0,1,0,0,89,0,0,186,55,15,4,1,8028,40,224,50,76,258,0,0,1249,499,233,68,0,0,0,171,463,190,64,620,973,2043,8,23,2,150,9,0,200,2162,0,21,57,11,47,129,6,0,3,0,13145,1359,58,5,19,10036,30882,7532,124,97,1411,4,22573,0,19,550,144081,104313
CakePHP,2.1.4-0,29092,14615,211,26853,0,0,0,613,0,1,0,0,90,0,0,186,55,15,4,1,8041,40,223,50,82,258,0,0,1250,497,233,68,0,0,0,171,463,190,64,620,971,2044,8,23,2,150,9,0,200,2173,0,20,57,11,47,130,6,0,3,0,13174,1359,57,5,19,10034,30947,7555,123,97,1411,4,22634,0,19,552,144288,104512
CakePHP,2.2.0-0,30839,15234,220,28290,0,0,0,577,0,1,0,0,96,0,0,192,53,15,4,1,8287,40,216,49,82,275,0,0,1298,513,178,77,0,0,0,169,483,193,63,618,1039,2140,8,27,2,152,10,0,198,2375,0,26,63,11,49,144,6,0,4,0,13951,1445,59,5,19,10482,32853,8309,124,109,1494,4,23531,0,19,610,150645,110296
CodeIgniter,1.0b,288,1173,0,1702,0,2,0,182,0,7,0,0,17,0,0,22,5,9,6,10,955,41,78,33,50,99,7,4,42,24,88,10,53,46,0,99,24,96,6,318,70,358,1,3,1,63,3,16,38,83,0,1,0,3,0,0,0,0,0,0,696,1,65,0,66,1592,603,5,49,0,107,0,1772,0,66,0,5244,7426
CodeIgniter,1.1b,299,1282,0,1815,0,2,0,215,0,9,0,0,18,0,0,22,14,9,6,10,975,41,81,37,50,102,7,4,42,26,91,10,59,46,0,101,24,100,9,344,72,372,1,4,1,67,3,16,38,96,0,1,0,3,0,0,0,0,0,0,709,1,65,0,67,1630,614,6,49,0,108,0,1856,0,67,0,5655,7771
CodeIgniter,1.2,300,1260,0,1788,0,2,0,215,0,9,0,0,18,0,0,22,51,9,6,10,994,41,81,37,50,102,7,4,42,26,92,10,64,47,0,107,24,99,9,346,72,362,1,4,1,67,3,16,38,83,0,1,0,3,0,0,0,0,0,0,717,1,71,0,68,1635,657,6,50,0,109,0,1855,0,68,0,5599,7813
CodeIgniter,1.3,336,1295,0,1916,0,2,0,225,0,9,0,0,18,0,0,22,66,10,6,10,1139,41,83,39,50,103,7,4,42,4,106,11,64,76,0,120,20,102,9,363,77,403,1,4,1,71,3,16,38,92,0,1,0,3,0,2,0,0,0,0,777,1,86,2,80,1827,756,9,60,0,122,0,2001,0,80,2,5917,8547
CodeIgniter,1.3.1,353,1361,0,2007,0,2,0,227,0,9,0,0,18,0,0,22,69,10,6,10,1164,41,83,39,50,103,7,4,42,4,105,11,69,75,0,121,22,103,9,384,82,427,1,4,1,71,3,16,38,94,0,1,0,3,0,2,0,0,0,0,833,1,88,2,81,1880,801,7,60,0,133,0,2055,0,81,2,6119,8862
CodeIgniter,1.3.2,353,1363,0,2009,0,2,0,227,0,9,0,0,18,0,0,22,69,10,6,10,1168,41,83,39,50,103,7,4,42,4,105,11,69,75,0,121,22,103,9,385,83,429,1,4,1,71,3,16,38,94,0,1,0,3,0,2,0,0,0,0,836,1,88,2,81,1882,802,7,60,0,134,0,2057,0,81,2,6125,8877
CodeIgniter,1.3.3,355,1366,0,2020,0,2,0,225,0,9,0,0,18,0,0,22,64,10,6,10,1164,41,83,39,50,103,7,4,43,4,106,11,68,77,0,121,23,104,9,385,86,430,1,4,1,72,3,16,38,93,0,1,0,3,0,2,0,0,0,0,845,2,88,2,81,1903,807,7,60,0,134,0,2076,0,81,2,6144,8920
CodeIgniter,1.4.1,372,1434,0,2128,0,2,0,229,0,8,0,0,18,0,0,22,90,11,6,10,1258,41,87,39,50,108,7,4,47,4,110,13,81,83,0,135,31,104,10,418,97,455,1,4,1,74,3,16,40,85,0,1,0,3,0,2,0,0,0,0,938,2,93,2,87,2076,872,7,57,0,148,0,2220,0,87,2,6437,9504
CodeIgniter,1.5.1,508,1640,0,2450,0,2,0,321,0,9,0,0,19,0,0,18,80,11,6,10,1549,41,90,41,51,110,7,4,49,4,152,14,112,101,0,148,37,110,13,514,118,558,1,4,1,87,3,16,40,76,0,3,1,3,0,7,0,0,0,0,1316,2,153,3,103,2539,1105,8,50,0,181,0,2736,0,103,2,7970,11318
CodeIgniter,1.5.2,509,1641,0,2456,0,2,0,324,0,9,0,0,19,0,0,18,80,11,6,10,1558,41,90,41,51,110,7,4,49,4,152,14,112,101,0,148,37,110,13,514,118,558,1,4,1,87,3,16,40,76,0,3,1,3,0,7,0,0,0,0,1319,2,153,3,103,2543,1105,8,50,0,181,0,2747,0,103,2,7999,11348
CodeIgniter,1.5.3,507,1643,0,2454,0,2,0,292,0,9,0,0,19,0,0,18,79,11,6,10,1533,41,91,41,51,110,7,4,49,4,156,14,112,102,0,148,37,112,14,512,121,556,1,4,1,88,3,16,40,76,0,3,1,3,0,7,0,0,0,0,1325,2,153,3,102,2537,1098,8,50,0,180,0,2715,0,102,2,7944,11307
CodeIgniter,1.5.4,524,1654,0,2513,0,2,0,331,0,9,0,0,19,0,0,18,82,11,6,10,1557,41,91,41,52,111,7,4,52,4,157,16,115,107,0,149,41,110,13,523,124,556,1,4,1,87,3,16,42,76,0,4,1,3,6,7,0,0,0,0,1336,2,154,3,103,2592,1121,9,50,0,182,0,2764,0,103,2,8161,11555
CodeIgniter,1.6.0,593,1757,0,2780,0,2,0,548,0,9,0,0,19,0,0,17,90,11,6,10,1885,41,92,41,52,115,7,4,97,17,206,24,135,111,0,197,61,118,12,563,190,716,1,4,1,81,14,16,42,83,0,6,5,3,7,5,1,0,0,0,1541,2,161,3,113,3046,1369,9,54,0,189,0,3077,0,113,2,9413,13396
CodeIgniter,1.6.1,620,1780,0,2826,0,2,0,564,0,9,0,0,19,0,0,17,90,11,6,10,1902,41,93,41,52,122,7,4,99,17,206,32,143,111,0,203,81,118,12,563,211,718,1,4,1,81,15,16,42,83,0,6,5,3,7,5,1,0,0,0,1585,2,163,3,114,3104,1385,9,54,0,190,0,3101,0,114,2,9536,13660
CodeIgniter,1.6.2,634,1861,0,2900,0,2,0,597,0,9,0,0,19,0,0,18,95,38,6,10,1989,41,95,41,52,122,8,4,109,0,211,34,143,136,0,202,108,117,12,579,228,750,1,4,1,83,15,16,46,81,0,8,5,3,9,6,1,0,0,0,1718,3,168,3,117,3323,1422,9,55,0,191,0,3148,0,117,2,9859,14196
CodeIgniter,1.6.3,648,1870,0,2955,0,2,0,601,0,9,0,0,19,0,0,18,96,38,6,10,2012,49,95,41,52,122,8,4,108,0,209,38,142,135,0,205,102,117,12,582,230,755,1,4,1,81,15,16,46,81,0,9,5,3,9,7,1,0,0,0,1724,3,169,3,119,3356,1446,9,55,0,191,0,3177,0,119,2,10045,14324
CodeIgniter,1.7.0,661,2073,0,3008,0,2,0,624,0,9,0,0,19,0,0,18,114,38,6,10,1957,45,90,41,52,83,8,4,103,0,213,37,155,161,0,225,90,122,12,645,238,810,1,4,1,86,13,24,49,80,0,17,11,3,9,7,1,0,0,0,1838,4,171,4,121,3437,1427,10,55,0,239,0,3314,0,121,2,10440,14722
CodeIgniter,1.7.1,674,2092,0,3066,0,2,0,623,0,9,0,0,19,0,0,18,117,38,6,10,2021,45,89,41,52,84,8,4,107,0,214,38,156,162,0,229,100,122,12,650,242,822,1,4,1,86,13,24,53,80,0,23,11,3,10,7,1,0,0,0,1869,4,172,3,121,3509,1444,10,56,0,243,0,3378,0,121,2,10620,14997
CodeIgniter,1.7.2,703,2193,0,3134,0,2,0,624,0,9,0,0,20,0,0,18,122,38,6,10,2073,45,89,41,54,84,8,4,113,0,216,38,163,178,0,235,101,122,13,670,262,851,1,4,1,86,13,24,52,80,0,23,12,3,13,7,1,0,0,0,1961,4,173,3,123,3600,1472,10,56,0,263,0,3489,0,123,2,10824,15427
CodeIgniter,1.7.3,705,2193,0,3134,0,2,0,624,0,9,0,0,20,0,0,18,122,38,6,10,2073,45,89,41,54,84,8,4,113,0,216,38,163,178,0,235,101,122,13,670,262,851,1,4,1,86,13,24,52,80,0,23,12,3,13,7,1,0,0,0,1961,4,173,3,123,3602,1472,10,56,0,263,0,3489,0,123,2,10830,15427
CodeIgniter,2.0.0,754,2294,0,3315,0,2,0,667,0,9,0,0,20,0,0,21,120,35,6,10,2178,46,91,40,57,100,8,8,120,0,218,37,187,169,0,249,119,121,14,680,292,860,1,4,1,87,13,24,57,82,0,22,9,3,11,6,1,0,0,0,2013,10,175,3,132,3727,1601,9,52,0,293,0,3575,0,132,5,11555,16527
CodeIgniter,2.0.1,768,2298,0,3336,0,2,0,667,0,9,0,0,20,0,0,21,121,35,6,10,2224,46,91,40,57,100,8,8,121,1,219,37,190,170,0,250,119,122,14,682,296,871,1,4,1,87,13,24,57,83,0,22,10,3,11,6,1,0,0,0,2068,13,175,3,134,3764,1610,8,56,0,295,0,3588,0,134,5,11654,16632
CodeIgniter,2.0.2,760,2306,0,3342,0,2,0,667,0,9,0,0,20,0,0,21,119,35,6,10,2324,46,91,40,57,100,8,8,120,1,219,37,204,170,0,249,119,122,14,676,298,859,1,4,1,87,13,24,58,82,0,23,10,3,11,6,1,0,0,0,2146,13,170,3,133,3792,1613,8,67,0,291,0,3554,0,133,5,11674,16638
CodeIgniter,2.0.3,777,2346,0,3394,0,2,0,689,0,9,0,0,21,0,0,21,119,35,6,10,2363,46,88,40,57,102,8,8,129,2,226,37,205,172,0,255,121,123,14,677,305,883,1,4,1,88,14,24,52,83,0,24,9,3,11,6,1,0,0,0,2080,18,176,3,137,3859,1666,8,67,0,298,0,3666,0,137,5,12039,16978
CodeIgniter,2.1.2,816,2442,5,3618,0,2,0,758,0,9,0,0,23,0,0,22,119,33,6,10,2616,46,91,40,57,104,8,8,152,4,256,43,214,182,0,265,142,128,14,707,332,920,1,5,2,91,18,24,56,86,0,29,12,3,11,6,1,0,0,0,2233,21,190,3,147,4146,1791,9,69,0,303,0,3982,0,147,5,12718,18145
DoctrineORM,1.2.0,4120,8287,1483,11607,0,0,0,330,0,2,0,1,33,0,0,14,16,32,4,4,3331,13,112,12,31,164,0,0,676,211,132,26,4,0,0,61,263,69,64,500,315,979,3,10,7,88,18,0,98,2211,0,43,32,2,26,85,0,0,7,0,4145,295,24,2,4,4241,19821,1482,58,343,952,6,10577,0,4,147,37214,50248
DoctrineORM,1.2.1,4142,8310,1484,11647,0,0,0,330,0,2,0,1,33,0,0,14,16,32,4,4,3334,13,112,12,31,164,0,0,676,212,132,26,4,0,0,61,264,69,62,500,315,983,3,10,7,88,18,0,98,2222,0,43,32,2,26,85,0,0,7,0,4163,295,24,2,4,4248,19898,1492,58,344,956,6,10597,0,4,147,37422,50358
DoctrineORM,1.2.2,4193,8399,1501,11843,0,0,0,344,0,2,0,1,34,0,0,14,17,36,4,4,3364,13,116,12,31,166,0,0,687,217,136,26,4,0,0,61,268,74,62,508,324,999,3,10,7,95,18,0,101,2245,0,44,34,2,28,85,0,0,7,0,4221,299,25,2,4,4333,20183,1521,58,345,970,6,10697,0,4,150,37783,51187
DoctrineORM,1.2.3,1202,5383,708,5903,0,0,0,341,0,2,0,1,19,0,0,12,14,31,0,0,2907,7,99,7,8,95,0,0,667,208,112,22,4,0,0,56,260,45,54,416,288,923,0,9,4,59,13,0,86,592,0,41,32,2,24,85,0,0,5,0,2392,293,25,2,0,3200,5152,356,18,144,839,1,4077,0,0,131,13533,27185
DoctrineORM,1.2.4,1202,5383,708,5903,0,0,0,341,0,2,0,1,19,0,0,12,14,31,0,0,2907,7,99,7,8,95,0,0,667,208,112,22,4,0,0,56,260,45,54,416,288,923,0,9,4,59,13,0,86,592,0,48,32,2,24,85,0,0,5,0,2392,293,25,2,0,3200,5152,356,18,144,839,1,4077,0,0,131,13533,27185
DoctrineORM,2.0.0,945,4495,1007,4816,0,0,0,308,0,2,0,0,16,0,0,11,12,45,22,2,2186,3,42,1,2,45,0,0,297,141,47,5,0,0,0,85,196,16,16,332,209,571,0,3,10,60,19,0,15,698,0,30,48,2,80,41,0,0,8,7,1561,56,7,0,2,1750,4474,304,10,137,801,0,4994,0,2,50,8600,23260
DoctrineORM,2.0.1,951,4529,1013,4834,0,0,0,310,0,2,0,0,16,0,0,19,12,46,22,2,2199,3,41,1,2,45,0,0,304,145,48,5,0,0,0,90,201,16,16,336,210,573,0,3,10,58,20,0,15,703,0,30,48,2,80,41,0,0,8,7,1571,56,7,0,2,1754,4501,307,10,137,806,0,5015,0,2,50,8657,23423
