ID,Product,Path,Line,Derivable Names,Assigns Through,Made Global,Uses literal pattern,Uses foreach,Uses switch,Uses conditional,Derivable with annotations,Notes
230,osCommerce,catalog/ext/modules/payment/sage_pay/checkout.php,52,N,N,N,,,,,,Apparently from outside the file.
231,osCommerce,catalog/ext/modules/payment/moneybookers/checkout.php,52,N,N,N,,,,,,Apparently from outside the file (same code as above).
232,osCommerce,catalog/ext/modules/payment/moneybookers/checkout.php,52,N,N,N,,,,,,Apparently from outside the file (same code as above).
233,osCommerce,catalog/ext/modules/payment/moneybookers/checkout.php,52,N,N,N,,,,,,Apparently from outside the file (same code as above).
234,osCommerce,catalog/checkout_confirmation.php,55,N,N,N,,,,,,Based on HTTP post var
235,osCommerce,catalog/checkout_confirmation.php,55,N,N,N,,,,,,Based on HTTP post var
236,osCommerce,catalog/checkout_confirmation.php,55,N,N,N,,,,,,Based on HTTP post var
237,osCommerce,catalog/checkout_confirmation.php,96,N,N,N,,,,,,Based on HTTP post var
238,osCommerce,catalog/checkout_confirmation.php,97,N,N,N,,,,,,Based on HTTP post var
239,osCommerce,catalog/checkout_payment.php,130,N,N,N,,,,,,Based on HTTP get var.
240,osCommerce,catalog/checkout_payment.php,130,N,N,N,,,,,,Based on HTTP get var.
241,osCommerce,catalog/checkout_process.php,71,N,N,N,,,,,,Apparently from outside the file (same code as above).
242,osCommerce,catalog/checkout_process.php,71,N,N,N,,,,,,Apparently from outside the file (same code as above).
243,osCommerce,catalog/checkout_process.php,71,N,N,N,,,,,,Apparently from outside the file (same code as above).
244,osCommerce,catalog/checkout_process.php,269,N,N,N,,,,,,Apparently from outside the file (same code as above).
245,osCommerce,catalog/checkout_process.php,272,N,N,N,,,,,,Apparently from outside the file (same code as above).
246,osCommerce,catalog/checkout_shipping.php,111,N,N,N,,,,,,Based on HTTP post var.
247,osCommerce,catalog/includes/modules/payment/chronopay.php,333,N,N,Y,,,,,,Based on value in another global.
248,osCommerce,catalog/includes/modules/payment/chronopay.php,469,N,N,N,,,,,,Based on value in another global.
249,osCommerce,catalog/includes/modules/payment/chronopay.php,472,N,N,N,,,,,,Based on value in another global.
250,osCommerce,catalog/admin/configuration.php,63,N,N,N,,,,,,Based on configuration information.
251,osCommerce,catalog/admin/configuration.php,65,N,Y,N,,,,,,Based on configuration information.
252,osCommerce,catalog/admin/configuration.php,67,N,N,N,,,,,,Based on configuration information.
253,osCommerce,catalog/includes/functions/database.php,14,N,N,Y,,,,,,Global based on function parameter.
254,osCommerce,catalog/admin/includes/functions/database.php,14,N,N,Y,,,,,,Global based on function parameter.
255,osCommerce,catalog/install/includes/functions/database.php,14,N,N,Y,,,,,,Global based on function parameter.
256,osCommerce,catalog/admin/includes/functions/database.php,17,N,Y,N,,,,,,Global based on function parameter.
257,osCommerce,catalog/includes/functions/database.php,17,N,Y,N,,,,,,Global based on function parameter.
258,osCommerce,catalog/includes/functions/database.php,19,N,Y,N,,,,,,Global based on function parameter.
259,osCommerce,catalog/admin/includes/functions/database.php,19,N,Y,N,,,,,,Global based on function parameter.
260,osCommerce,catalog/includes/functions/database.php,22,N,N,N,,,,,,Global based on function parameter.
261,osCommerce,catalog/admin/includes/functions/database.php,22,N,N,N,,,,,,Global based on function parameter.
262,osCommerce,catalog/install/includes/functions/database.php,23,N,Y,N,,,,,,Global based on function parameter.
263,osCommerce,catalog/includes/functions/database.php,24,N,N,N,,,,,,Global based on function parameter.
264,osCommerce,catalog/admin/includes/functions/database.php,24,N,N,N,,,,,,Global based on function parameter.
265,osCommerce,catalog/install/includes/functions/database.php,25,N,N,N,,,,,,Global based on function parameter.
266,osCommerce,catalog/admin/includes/functions/database.php,28,N,N,Y,,,,,,Global based on function parameter.
267,osCommerce,catalog/includes/functions/database.php,28,N,N,Y,,,,,,Global based on function parameter.
268,osCommerce,catalog/includes/functions/database.php,30,N,N,N,,,,,,Global based on function parameter.
269,osCommerce,catalog/admin/includes/functions/database.php,30,N,N,N,,,,,,Global based on function parameter.
270,osCommerce,catalog/install/includes/functions/database.php,33,N,N,Y,,,,,,Global based on function parameter.
271,osCommerce,catalog/install/includes/functions/database.php,35,N,N,N,,,,,,Global based on function parameter.
272,osCommerce,catalog/includes/functions/database.php,38,N,N,Y,,,,,,Global based on function parameter.
273,osCommerce,catalog/admin/includes/functions/database.php,38,N,N,Y,,,,,,Global based on function parameter.
274,osCommerce,catalog/includes/functions/database.php,44,N,N,N,,,,,,Global based on function parameter.
275,osCommerce,catalog/admin/includes/functions/database.php,45,N,N,N,,,,,,Global based on function parameter.
276,osCommerce,catalog/includes/functions/database.php,111,N,N,Y,,,,,,Global based on function parameter.
277,osCommerce,catalog/includes/functions/database.php,113,N,N,N,,,,,,Global based on function parameter.
278,osCommerce,catalog/admin/includes/functions/database.php,115,N,N,Y,,,,,,Global based on function parameter.
279,osCommerce,catalog/admin/includes/functions/database.php,117,N,N,N,,,,,,Global based on function parameter.
280,osCommerce,catalog/includes/functions/database.php,129,N,N,Y,,,,,,Global based on function parameter.
281,osCommerce,catalog/includes/functions/database.php,132,N,N,N,,,,,,Global based on function parameter.
282,osCommerce,catalog/admin/includes/functions/database.php,133,N,N,Y,,,,,,Global based on function parameter.
283,osCommerce,catalog/admin/includes/functions/database.php,136,N,N,N,,,,,,Global based on function parameter.
284,osCommerce,catalog/ext/modules/payment/paypal/express.php,452,N,N,N,,,,,,Based on external module information.
285,osCommerce,catalog/ext/modules/payment/paypal/express_payflow.php,185,N,N,N,,,,,,Based on external module information.
286,osCommerce,catalog/includes/modules/payment/inpay.php,380,N,N,Y,,,,,,Based on value in another global.
287,osCommerce,catalog/includes/modules/payment/inpay.php,531,N,N,N,,,,,,Based on value in another global.
288,osCommerce,catalog/includes/modules/payment/inpay.php,535,N,N,N,,,,,,Based on value in another global.
289,osCommerce,catalog/admin/modules.php,258,N,N,N,,,,,,Based on an external object.
290,osCommerce,catalog/admin/modules.php,258,N,N,N,,,,,,Based on an external object.
291,osCommerce,catalog/admin/modules.php,260,N,Y,N,,,,,,Based on an external object.
292,osCommerce,catalog/admin/modules.php,262,N,N,N,,,,,,Based on an external object.
293,osCommerce,catalog/includes/modules/payment/moneybookers.php,353,N,N,Y,,,,,,Based on value in another global.
294,osCommerce,catalog/includes/modules/payment/moneybookers.php,502,N,N,N,,,,,,Based on value in another global.
295,osCommerce,catalog/includes/modules/payment/moneybookers.php,505,N,N,N,,,,,,Based on value in another global.
296,osCommerce,catalog/includes/modules/payment/paypal_standard.php,393,N,N,Y,,,,,,Based on value in another global.
297,osCommerce,catalog/includes/modules/payment/paypal_standard.php,529,N,N,N,,,,,,Based on value in another global.
298,osCommerce,catalog/includes/modules/payment/paypal_standard.php,532,N,N,N,,,,,,Based on value in another global.
299,osCommerce,catalog/ext/modules/payment/inpay/pb_handler.php,311,N,N,N,,,,,,Apparently from outside the file (same code as above).
300,osCommerce,catalog/ext/modules/payment/inpay/pb_handler.php,315,N,N,N,,,,,,Apparently from outside the file (same code as above).
301,osCommerce,catalog/includes/modules/payment/rbsworldpay_hosted.php,318,N,N,Y,,,,,,Based on value in another global.
302,osCommerce,catalog/includes/modules/payment/rbsworldpay_hosted.php,470,N,N,N,,,,,,Based on value in another global.
303,osCommerce,catalog/includes/modules/payment/rbsworldpay_hosted.php,473,N,N,N,,,,,,Based on value in another global.
304,osCommerce,catalog/includes/modules/payment/sofortueberweisung_direct.php,343,N,N,Y,,,,,,Based on value in another global.
305,osCommerce,catalog/includes/modules/payment/sofortueberweisung_direct.php,500,N,N,N,,,,,,Based on value in another global.
306,osCommerce,catalog/includes/modules/payment/sofortueberweisung_direct.php,503,N,N,N,,,,,,Based on value in another global.
307,phpBB,includes/acp/acp_language.php,662,Y,N,N,,X,,,,"Var-var names based on string literals from array in foreach, appended with �_files�"
308,phpBB,includes/acp/acp_language.php,669,Y,N,N,,X,,,,"Var-var names based on string literals from array in foreach, appended with �_files�"
309,phpBB,includes/acp/acp_profile.php,566,N,N,N,,X,,,,"Var-var names are in array, so derivable, but would have to show this array is not modified during function call (actually in 2-dimensional array, with other parts modified)."
310,phpBB,includes/acp/acp_styles.php,2609,Y,Y,N,,X,,,,"Var-var names are keys in an array, concatenated with a suffix."
311,phpBB,includes/acp/acp_styles.php,2613,Y,Y,N,,X,,,,"Var-var names are keys in an array, concatenated with a suffix."
312,phpBB,includes/acp/acp_styles.php,2960,Y,N,N,,X,,,,"Var-var names are keys in an array, prepended with a prefix."
313,phpBB,includes/acp/acp_styles.php,2960,Y,N,N,,X,,,,"Var-var names are keys in an array, prepended with a prefix."
314,phpBB,includes/acp/acp_styles.php,3016,Y,Y,N,,X,,,,"Var-var names are keys in an array, concatenated with a suffix."
315,phpBB,includes/acp/acp_styles.php,3016,Y,N,N,,X,,,,"Var-var names are keys in an array, prepended with a prefix."
316,phpBB,includes/acp/acp_styles.php,3016,Y,N,N,,X,,,,"Var-var names are keys in an array, prepended with a prefix."
317,phpBB,includes/acp/acp_styles.php,3017,Y,Y,N,,X,,,,"Var-var names are keys in an array, concatenated with a suffix."
318,phpBB,includes/acp/acp_styles.php,3017,Y,N,N,,X,,,,"Var-var names are keys in an array, prepended with a prefix."
319,phpBB,includes/acp/acp_styles.php,3017,Y,N,N,,X,,,,"Var-var names are keys in an array, prepended with a prefix."
320,phpBB,includes/acp/acp_styles.php,3179,Y,Y,N,,X,,,,"Var-var names are keys in an array, concatenated with a suffix."
321,phpBB,includes/acp/acp_styles.php,3183,Y,Y,N,,X,,,,"Var-var names are keys in an array, concatenated with a suffix."
322,phpBB,includes/acp/acp_styles.php,3342,Y,N,N,,X,,,,"Var-var names are keys in an array, concatenated with a suffix."
323,phpBB,includes/acp/acp_styles.php,3342,Y,N,N,,X,,,,"Var-var names are keys in an array, concatenated with a suffix."
324,phpBB,includes/acp/acp_styles.php,3342,Y,N,N,,X,,,,"Var-var names are keys in an array, concatenated with a suffix."
325,phpBB,includes/acp/acp_styles.php,3342,Y,N,N,,X,,,,"Var-var names are keys in an array, concatenated with a suffix."
326,phpBB,includes/acp/acp_users.php,1619,Y,Y,N,,X,,,,"Var-var names are given in an array just before the foreach loop, with a prefix."
327,phpBB,includes/acp/acp_users.php,1620,Y,N,N,,X,,,,"Var-var names are given in an array just before the foreach loop, with a prefix."
328,phpBB,includes/acp/acp_users.php,1623,Y,Y,N,,X,,,,"Var-var names are given in an array just before the foreach loop, with a prefix."
329,phpBB,includes/acp/acp_users.php,1625,Y,Y,N,,X,,,,"Var-var names are given in an array just before the foreach loop, with a prefix."
330,phpBB,includes/acp/acp_users.php,1627,Y,Y,N,,X,,,,"Var-var names are given in an array just before the foreach loop, with a prefix."
331,phpBB,includes/acp/acp_users.php,1628,Y,N,N,,X,,,,"Var-var names are given in an array just before the foreach loop, with a prefix."
332,phpBB,includes/acp/acp_users.php,1631,Y,Y,N,,X,,,,"Var-var names are given in an array just before the foreach loop, with a prefix."
333,phpBB,includes/acp/acp_users.php,1633,Y,Y,N,,X,,,,"Var-var names are given in an array just before the foreach loop, with a prefix."
334,phpBB,includes/acp/acp_users.php,1635,Y,Y,N,,X,,,,"Var-var names are given in an array just before the foreach loop, with a prefix."
335,phpBB,includes/acp/acp_users.php,1639,Y,Y,N,,X,,,,"Var-var names are given in an array just before the foreach loop, with a prefix."
336,phpBB,includes/acp/acp_users.php,1641,Y,Y,N,,X,,,,"Var-var names are given in an array just before the foreach loop, with a prefix."
337,phpBB,includes/bbcode.php,92,N,Y,N,,,,,,"Var-var names are keys in an array, but this array is built using code."
338,phpBB,includes/bbcode.php,93,N,Y,N,,,,,,"Var-var names are keys in an array, but this array is built using code."
339,phpBB,includes/functions.php,4207,Y,Y,N,,X,,,,Var-var names are given in an array processed in a foreach loop.
340,phpBB,includes/functions.php,4211,Y,Y,N,,X,,,,Var-var names are given in an array processed in a foreach loop.
341,phpBB,includes/functions.php,4215,Y,Y,N,,X,,,,Var-var names are given in an array processed in a foreach loop.
342,phpBB,includes/functions_content.php,77,Y,N,N,,X,,,,Var-var names are given in an array processed in a foreach loop.
343,phpBB,includes/functions_content.php,86,Y,Y,N,,X,,,,Var-var names are given in an array processed in a foreach loop.
344,phpBB,includes/functions_content.php,91,Y,Y,N,,X,,,,Var-var names are given in an array processed in a foreach loop.
345,phpBB,includes/functions_messenger.php,490,N,N,N,,,,,,"Var-var names are keys in an array, but this array is built using code."
346,phpBB,includes/functions_messenger.php,490,N,N,N,,,,,,"Var-var names are keys in an array, but this array is built using code."
347,phpBB,includes/functions_privmsgs.php,1103,N,Y,N,,,,,,"Var-var names are computed, based on an input parameter."
348,phpBB,includes/functions_privmsgs.php,1109,N,N,N,,,,,,"Var-var names are computed, based on an input parameter."
349,phpBB,includes/functions_privmsgs.php,1111,N,N,N,,,,,,"Var-var names are computed, based on an input parameter."
350,phpBB,includes/functions_privmsgs.php,1141,N,Y,N,,,,,,"Var-var names are computed, based on an input parameter."
351,phpBB,includes/functions_privmsgs.php,1343,N,Y,N,,,,,,"Var-var names are computed, based on an input parameter."
352,phpBB,includes/functions_template.php,116,N,N,Y,,,,,,"Var-var name is an input parameter, made global."
353,phpBB,includes/functions_user.php,44,Y,N,N,,,,X,,Var-var name based on one of two choices in a conditional.
354,phpBB,includes/functions_user.php,44,Y,N,N,,,,X,,Var-var name based on one of two choices in a conditional.
355,phpBB,includes/functions_user.php,46,Y,Y,N,,,,X,,Var-var name based on one of two choices in a conditional.
356,phpBB,includes/functions_user.php,46,Y,N,N,,,,X,,Var-var name based on one of two choices in a conditional.
357,phpBB,includes/functions_user.php,49,Y,N,N,,,,X,,Var-var name based on one of two choices in a conditional.
358,phpBB,includes/functions_user.php,49,Y,N,N,,,,X,,Var-var name based on one of two choices in a conditional.
359,phpBB,includes/functions_user.php,50,Y,Y,N,,,,X,,Var-var name based on one of two choices in a conditional.
360,phpBB,install/install_convert.php,569,N,N,N,,,,,,"Var-var name based on array in property, but no guarantee this has not been changed."
361,phpBB,includes/message_parser.php,1141,Y,N,N,,X,,,,"Var-var name based on literals in array used in foreach, concatenated with string literals."
362,phpBB,includes/ucp/ucp_groups.php,336,Y,N,N,,,,X,,"Var-var name based on results of conditional, 3 possible literal choices."
363,phpBB,includes/ucp/ucp_pm_compose.php,961,Y,Y,N,,X,,,,"Var-var name based on 2 literals in an array, used in a foreach."
364,phpBB,includes/ucp/ucp_pm_compose.php,973,N,N,N,,,,,,Var-var name based on request variable.
365,phpBB,includes/ucp/ucp_pm_compose.php,987,N,N,N,,,,,,Var-var name based on request variable.
366,phpBB,includes/ucp/ucp_pm_compose.php,988,N,N,N,,,,,,Var-var name based on request variable.
367,phpBB,includes/ucp/ucp_pm_compose.php,988,N,N,N,,,,,,Var-var name based on request variable.
368,phpBB,includes/ucp/ucp_pm_compose.php,995,N,N,N,,,,,,Var-var name based on request variable.
369,phpBB,includes/ucp/ucp_pm_compose.php,995,N,N,N,,,,,,Var-var name based on request variable.
370,phpBB,includes/ucp/ucp_pm_compose.php,996,N,N,N,,,,,,Var-var name based on request variable.
371,phpBB,includes/ucp/ucp_pm_compose.php,996,N,N,N,,,,,,Var-var name based on request variable.
372,phpBB,includes/ucp/ucp_pm_viewfolder.php,143,Y,N,N,,,,X,,Possible values given in conditional in first part of and clause.
373,phpBB,includes/ucp/ucp_pm_viewfolder.php,143,Y,N,N,,,,X,,Possible values given in conditional in first part of and clause.
374,phpBB,includes/ucp/ucp_prefs.php,250,Y,Y,N,,X,,,,"Possible values given in array as literals before foreach loop, with string concatenation."
375,phpBB,includes/ucp/ucp_prefs.php,251,Y,N,N,,X,,,,"Possible values given in array as literals before foreach loop, with string concatenation."
376,phpBB,includes/ucp/ucp_prefs.php,254,Y,Y,N,,X,,,,"Possible values given in array as literals before foreach loop, with string concatenation."
377,phpBB,includes/ucp/ucp_prefs.php,256,Y,Y,N,,X,,,,"Possible values given in array as literals before foreach loop, with string concatenation."
378,phpBB,includes/ucp/ucp_prefs.php,258,Y,Y,N,,X,,,,"Possible values given in array as literals before foreach loop, with string concatenation."
379,phpBB,includes/ucp/ucp_prefs.php,259,Y,N,N,,X,,,,"Possible values given in array as literals before foreach loop, with string concatenation."
380,phpBB,includes/ucp/ucp_prefs.php,262,Y,Y,N,,X,,,,"Possible values given in array as literals before foreach loop, with string concatenation."
381,phpBB,includes/ucp/ucp_prefs.php,264,Y,Y,N,,X,,,,"Possible values given in array as literals before foreach loop, with string concatenation."
382,phpBB,includes/ucp/ucp_prefs.php,266,Y,Y,N,,X,,,,"Possible values given in array as literals before foreach loop, with string concatenation."
383,phpBB,includes/ucp/ucp_prefs.php,270,Y,Y,N,,X,,,,"Possible values given in array as literals before foreach loop, with string concatenation."
384,phpBB,includes/ucp/ucp_prefs.php,272,Y,Y,N,,X,,,,"Possible values given in array as literals before foreach loop, with string concatenation."
385,phpBB,viewonline.php,355,Y,N,N,,X,,,,Possible var-var names given in array above foreach.
386,phpBB,viewonline.php,358,Y,Y,N,,X,,,,Possible var-var names given in array above foreach.
387,phpBB,viewonline.php,362,Y,Y,N,,X,,,,Possible var-var names given in array above foreach.
388,phpBB,viewonline.php,366,Y,Y,N,,X,,,,Possible var-var names given in array above foreach.
389,phpMyAdmin,libraries/Table.class.php,260,N,Y,N,,,,,,Var-var names based on method call; function has comment stating it is unused.
390,phpMyAdmin,libraries/schema/User_Schema.class.php,840,Y,N,Y,X,,,,,"All var-var names of the form �c_table_�#, maps to global"
391,phpMyAdmin,libraries/schema/User_Schema.class.php,841,Y,Y,N,X,,,,,"All var-var names of the form �c_table_�#, maps to global"
392,phpMyAdmin,libraries/common.inc.php,203,N,Y,N,,,,,,Var-var names based on all vars in scope
393,phpMyAdmin,libraries/database_interface.lib.php,523,N,Y,N,,,,,,Var-var name given through a function parameter.
394,phpMyAdmin,libraries/database_interface.lib.php,527,N,Y,N,,,,,,Var-var name given through a function parameter.
395,phpMyAdmin,libraries/database_interface.lib.php,532,N,N,N,,,,,,Var-var name given through a function parameter.
396,phpMyAdmin,libraries/database_interface.lib.php,534,N,N,N,,,,,,Var-var name given through a function parameter.
397,phpMyAdmin,libraries/database_interface.lib.php,538,N,N,N,,,,,,Var-var name given through a function parameter.
398,phpMyAdmin,db_qbe.php,500,Y,N,N,X,,,,,"Names are all of the form Or#, where # is a natural number."
399,phpMyAdmin,db_qbe.php,501,Y,Y,N,X,,,,,"Names are all of the form Or#, where # is a natural number."
400,phpMyAdmin,db_qbe.php,503,Y,N,N,X,,,,,"Names are all of the form Or#, where # is a natural number."
401,phpMyAdmin,db_qbe.php,503,Y,N,N,X,,,,,"Names are all of the form Or#, where # is a natural number."
402,phpMyAdmin,db_qbe.php,504,Y,N,N,X,,,,,"Names are all of the form Or#, where # is a natural number."
403,phpMyAdmin,db_qbe.php,513,Y,N,N,X,,,,,"Names are all of the form Or#, where # is a natural number."
404,phpMyAdmin,db_qbe.php,513,Y,N,N,X,,,,,"Names are all of the form Or#, where # is a natural number."
405,phpMyAdmin,db_qbe.php,514,Y,N,N,X,,,,,"Names are all of the form curOr#, where # is a natural number."
406,phpMyAdmin,db_qbe.php,514,Y,N,N,X,,,,,"Names are all of the form Or#, where # is a natural number."
407,phpMyAdmin,db_qbe.php,902,Y,N,N,X,,,,,"Names are all of the form curOr#, where # is a natural number."
408,phpMyAdmin,db_qbe.php,905,Y,N,N,X,,,,,"Names are all of the form curOr#, where # is a natural number."
409,phpMyAdmin,db_qbe.php,908,Y,N,N,X,,,,,"Names are all of the form curOr#, where # is a natural number."
410,phpMyAdmin,libraries/grab_globals.lib.php,93,N,Y,N,,,,,,Named based on computation over contents of a global variable.
411,phpMyAdmin,libraries/grab_globals.lib.php,94,N,Y,N,,,,,,Named based on computation over contents of a global variable.
412,phpMyAdmin,libraries/grab_globals.lib.php,110,Y,Y,N,,X,,,,Named given in array as string literal before foreach.
413,phpMyAdmin,libraries/grab_globals.lib.php,112,Y,N,N,,X,,,,Named given in array as string literal before foreach.
414,phpMyAdmin,libraries/grab_globals.lib.php,112,Y,N,N,,X,,,,Named given in array as string literal before foreach.
415,phpMyAdmin,libraries/grab_globals.lib.php,113,Y,Y,N,,X,,,,Named given in array as string literal before foreach.
416,phpMyAdmin,libraries/replication.inc.php,101,Y,N,N,,X,,,,"Name based on literal in an array, used in a foreach."
417,phpMyAdmin,libraries/replication.inc.php,102,Y,Y,N,,X,,,,"Name based on literal in an array, used in a foreach."
418,phpMyAdmin,libraries/replication.inc.php,105,Y,Y,N,,X,,,,"Name based on literal in an array, used in a foreach."
419,phpMyAdmin,libraries/replication.inc.php,108,Y,N,N,,X,,,,"Name based on literal in an array, used in a foreach."
420,phpMyAdmin,libraries/replication.inc.php,110,Y,Y,N,,X,,,,"Name based on literal in an array, used in a foreach."
421,phpMyAdmin,libraries/replication.inc.php,111,Y,N,N,,X,,,,"Name based on literal in an array, used in a foreach."
422,phpMyAdmin,libraries/replication.inc.php,113,Y,Y,N,,X,,,,"Name based on literal in an array, used in a foreach."
423,phpMyAdmin,libraries/replication.inc.php,114,Y,N,N,,X,,,,"Name based on literal in an array, used in a foreach."
424,phpMyAdmin,libraries/replication.inc.php,116,Y,Y,N,,X,,,,"Name based on literal in an array, used in a foreach."
425,phpMyAdmin,libraries/replication.inc.php,117,Y,N,N,,X,,,,"Name based on literal in an array, used in a foreach."
426,phpMyAdmin,libraries/replication.inc.php,119,Y,Y,N,,X,,,,"Name based on literal in an array, used in a foreach."
427,phpMyAdmin,libraries/replication.inc.php,120,Y,N,N,,X,,,,"Name based on literal in an array, used in a foreach."
428,phpMyAdmin,libraries/replication.inc.php,122,Y,Y,N,,X,,,,"Name based on literal in an array, used in a foreach."
429,phpMyAdmin,libraries/replication.inc.php,123,Y,N,N,,X,,,,"Name based on literal in an array, used in a foreach."
430,phpMyAdmin,libraries/replication.inc.php,125,Y,Y,N,,X,,,,"Name based on literal in an array, used in a foreach."
431,phpMyAdmin,libraries/replication.inc.php,126,Y,N,N,,X,,,,"Name based on literal in an array, used in a foreach."
432,phpMyAdmin,libraries/replication.inc.php,128,Y,Y,N,,X,,,,"Name based on literal in an array, used in a foreach."
433,phpMyAdmin,libraries/replication.inc.php,129,Y,N,N,,X,,,,"Name based on literal in an array, used in a foreach."
434,phpMyAdmin,libraries/replication.inc.php,131,Y,Y,N,,X,,,,"Name based on literal in an array, used in a foreach."
435,phpMyAdmin,libraries/replication.inc.php,132,Y,N,N,,X,,,,"Name based on literal in an array, used in a foreach."
436,phpMyAdmin,libraries/replication_gui.lib.php,90,N,N,Y,,,,,X,Named based on input parameter. A comment says this could either be �master� or �slave�.
437,phpMyAdmin,libraries/replication_gui.lib.php,91,N,N,Y,,,,,X,Named based on input parameter. A comment says this could either be �master� or �slave�.
438,phpMyAdmin,libraries/replication_gui.lib.php,92,N,N,Y,,,,,X,Named based on input parameter. A comment says this could either be �master� or �slave�.
439,phpMyAdmin,libraries/replication_gui.lib.php,93,N,N,Y,,,,,X,Named based on input parameter. A comment says this could either be �master� or �slave�.
440,phpMyAdmin,libraries/replication_gui.lib.php,94,N,N,Y,,,,,X,Named based on input parameter. A comment says this could either be �master� or �slave�.
441,phpMyAdmin,libraries/replication_gui.lib.php,125,N,N,N,,,,,X,Named based on input parameter. A comment says this could either be �master� or �slave�.
442,phpMyAdmin,libraries/replication_gui.lib.php,134,N,N,N,,,,,X,Named based on input parameter. A comment says this could either be �master� or �slave�.
443,phpMyAdmin,libraries/replication_gui.lib.php,135,N,N,N,,,,,X,Named based on input parameter. A comment says this could either be �master� or �slave�.
444,phpMyAdmin,libraries/replication_gui.lib.php,135,N,N,N,,,,,X,Named based on input parameter. A comment says this could either be �master� or �slave�.
445,phpMyAdmin,libraries/replication_gui.lib.php,139,N,N,N,,,,,X,Named based on input parameter. A comment says this could either be �master� or �slave�.
446,phpMyAdmin,libraries/replication_gui.lib.php,140,N,N,N,,,,,X,Named based on input parameter. A comment says this could either be �master� or �slave�.
447,phpMyAdmin,libraries/replication_gui.lib.php,140,N,N,N,,,,,X,Named based on input parameter. A comment says this could either be �master� or �slave�.
448,phpMyAdmin,libraries/replication_gui.lib.php,146,N,N,N,,,,,X,Named based on input parameter. A comment says this could either be �master� or �slave�.
449,phpMyAdmin,server_databases.php,189,N,N,N,,,,,X,Name based on values in a global array.
450,phpMyAdmin,server_databases.php,248,N,N,N,,,,,X,Name based on values in a global array.
451,phpMyAdmin,server_status.php,1089,N,N,N,,,,,X,Name based on values in a global array.
452,phpMyAdmin,server_synchronize.php,57,Y,Y,N,,X,,,,Var-var name based on one of two literals given above.
453,phpMyAdmin,server_synchronize.php,58,Y,Y,N,,X,,,,Var-var name based on one of two literals given above.
454,phpMyAdmin,server_synchronize.php,59,Y,Y,N,,X,,,,Var-var name based on one of two literals given above.
455,phpMyAdmin,server_synchronize.php,60,Y,Y,N,,X,,,,Var-var name based on one of two literals given above.
456,phpMyAdmin,server_synchronize.php,61,Y,Y,N,,X,,,,Var-var name based on one of two literals given above.
457,phpMyAdmin,server_synchronize.php,62,Y,Y,N,,X,,,,Var-var name based on one of two literals given above.
458,phpMyAdmin,server_synchronize.php,63,Y,Y,N,,X,,,,Var-var name based on one of two literals given above.
459,phpMyAdmin,server_synchronize.php,65,Y,Y,N,,X,,,,Var-var name based on one of two literals given above.
460,phpMyAdmin,server_synchronize.php,66,Y,Y,N,,X,,,,Var-var name based on one of two literals given above.
461,phpMyAdmin,server_synchronize.php,67,Y,Y,N,,X,,,,Var-var name based on one of two literals given above.
462,phpMyAdmin,server_synchronize.php,68,Y,Y,N,,X,,,,Var-var name based on one of two literals given above.
463,phpMyAdmin,server_synchronize.php,72,Y,N,N,,X,,,,Var-var name based on one of two literals given above.
464,phpMyAdmin,server_synchronize.php,72,Y,N,N,,X,,,,Var-var name based on one of two literals given above.
465,phpMyAdmin,server_synchronize.php,73,Y,Y,N,,X,,,,Var-var name based on one of two literals given above.
466,phpMyAdmin,server_synchronize.php,73,Y,N,N,,X,,,,Var-var name based on one of two literals given above.
467,phpMyAdmin,server_synchronize.php,75,Y,Y,N,,X,,,,Var-var name based on one of two literals given above.
468,phpMyAdmin,server_synchronize.php,75,Y,N,N,,X,,,,Var-var name based on one of two literals given above.
469,phpMyAdmin,server_synchronize.php,76,Y,N,N,,X,,,,Var-var name based on one of two literals given above.
470,phpMyAdmin,server_synchronize.php,77,Y,N,N,,X,,,,Var-var name based on one of two literals given above.
471,phpMyAdmin,server_synchronize.php,78,Y,N,N,,X,,,,Var-var name based on one of two literals given above.
472,phpMyAdmin,server_synchronize.php,80,Y,Y,N,,X,,,,Var-var name based on one of two literals given above.
473,phpMyAdmin,server_synchronize.php,80,Y,N,N,,X,,,,Var-var name based on one of two literals given above.
474,phpMyAdmin,server_synchronize.php,84,Y,Y,N,,X,,,,Var-var name based on one of two literals given above.
475,phpMyAdmin,server_synchronize.php,84,Y,N,N,,X,,,,Var-var name based on one of two literals given above.
476,phpMyAdmin,server_synchronize.php,85,Y,N,N,,X,,,,Var-var name based on one of two literals given above.
477,phpMyAdmin,server_synchronize.php,86,Y,N,N,,X,,,,Var-var name based on one of two literals given above.
478,phpMyAdmin,server_synchronize.php,113,Y,N,N,,X,,,,Var-var name based on one of two literals given above.
479,phpMyAdmin,server_synchronize.php,114,Y,Y,N,,X,,,,Var-var name based on one of two literals given above.
480,phpMyAdmin,server_synchronize.php,114,Y,N,N,,X,,,,Var-var name based on one of two literals given above.
481,phpMyAdmin,server_synchronize.php,115,Y,N,N,,X,,,,Var-var name based on one of two literals given above.
482,phpMyAdmin,server_synchronize.php,115,Y,N,N,,X,,,,Var-var name based on one of two literals given above.
483,phpMyAdmin,server_synchronize.php,117,Y,Y,N,,X,,,,Var-var name based on one of two literals given above.
